COUNTY,Date,test_date,new_positives,county
Eaton,3/26/2020,2020-03-26,4,Eaton
Eaton,3/27/2020,2020-03-27,5,Eaton
Eaton,3/28/2020,2020-03-28,6,Eaton
Eaton,3/29/2020,2020-03-29,3,Eaton
Eaton,3/30/2020,2020-03-30,5,Eaton
Eaton,3/31/2020,2020-03-31,3,Eaton
Eaton,4/1/2020,2020-04-01,6,Eaton
Eaton,4/2/2020,2020-04-02,1,Eaton
Eaton,4/3/2020,2020-04-03,5,Eaton
Eaton,4/4/2020,2020-04-04,3,Eaton
Eaton,4/5/2020,2020-04-05,0,Eaton
Eaton,4/6/2020,2020-04-06,0,Eaton
Eaton,4/7/2020,2020-04-07,4,Eaton
Eaton,4/8/2020,2020-04-08,1,Eaton
Eaton,4/9/2020,2020-04-09,0,Eaton
Eaton,4/10/2020,2020-04-10,1,Eaton
Eaton,4/11/2020,2020-04-11,3,Eaton
Eaton,4/12/2020,2020-04-12,5,Eaton
Eaton,4/13/2020,2020-04-13,3,Eaton
Eaton,4/14/2020,2020-04-14,1,Eaton
Eaton,4/15/2020,2020-04-15,3,Eaton
Eaton,4/16/2020,2020-04-16,4,Eaton
Eaton,4/17/2020,2020-04-17,5,Eaton
Eaton,4/18/2020,2020-04-18,6,Eaton
Eaton,4/19/2020,2020-04-19,4,Eaton
Eaton,4/20/2020,2020-04-20,6,Eaton
Eaton,4/21/2020,2020-04-21,7,Eaton
Eaton,4/22/2020,2020-04-22,2,Eaton
Eaton,4/23/2020,2020-04-23,0,Eaton
Eaton,4/24/2020,2020-04-24,3,Eaton
Eaton,4/25/2020,2020-04-25,3,Eaton
Eaton,4/26/2020,2020-04-26,1,Eaton
Eaton,4/27/2020,2020-04-27,5,Eaton
Eaton,4/28/2020,2020-04-28,7,Eaton
Eaton,4/29/2020,2020-04-29,1,Eaton
Eaton,4/30/2020,2020-04-30,5,Eaton
Eaton,5/1/2020,2020-05-01,2,Eaton
Eaton,5/2/2020,2020-05-02,0,Eaton
Eaton,5/3/2020,2020-05-03,4,Eaton
Eaton,5/4/2020,2020-05-04,3,Eaton
Eaton,5/5/2020,2020-05-05,1,Eaton
Eaton,5/6/2020,2020-05-06,5,Eaton
Eaton,5/7/2020,2020-05-07,1,Eaton
Eaton,5/8/2020,2020-05-08,6,Eaton
Eaton,5/9/2020,2020-05-09,3,Eaton
Eaton,5/10/2020,2020-05-10,1,Eaton
Eaton,5/11/2020,2020-05-11,5,Eaton
Eaton,5/12/2020,2020-05-12,3,Eaton
Eaton,5/13/2020,2020-05-13,3,Eaton
Eaton,5/14/2020,2020-05-14,3,Eaton
Eaton,5/15/2020,2020-05-15,2,Eaton
Eaton,5/16/2020,2020-05-16,1,Eaton
Eaton,5/17/2020,2020-05-17,1,Eaton
Eaton,5/18/2020,2020-05-18,6,Eaton
Eaton,5/19/2020,2020-05-19,5,Eaton
Eaton,5/20/2020,2020-05-20,5,Eaton
Eaton,5/21/2020,2020-05-21,3,Eaton
Eaton,5/22/2020,2020-05-22,6,Eaton
Eaton,5/23/2020,2020-05-23,2,Eaton
Eaton,5/24/2020,2020-05-24,0,Eaton
Eaton,5/25/2020,2020-05-25,0,Eaton
Eaton,5/26/2020,2020-05-26,3,Eaton
Eaton,5/27/2020,2020-05-27,1,Eaton
Eaton,5/28/2020,2020-05-28,1,Eaton
Eaton,5/29/2020,2020-05-29,0,Eaton
Eaton,5/30/2020,2020-05-30,1,Eaton
Eaton,5/31/2020,2020-05-31,0,Eaton
Eaton,6/1/2020,2020-06-01,0,Eaton
Eaton,6/2/2020,2020-06-02,3,Eaton
Eaton,6/3/2020,2020-06-03,2,Eaton
Eaton,6/4/2020,2020-06-04,1,Eaton
Eaton,6/5/2020,2020-06-05,0,Eaton
Eaton,6/6/2020,2020-06-06,0,Eaton
Eaton,6/7/2020,2020-06-07,0,Eaton
Eaton,6/8/2020,2020-06-08,1,Eaton
Eaton,6/9/2020,2020-06-09,3,Eaton
Eaton,6/10/2020,2020-06-10,0,Eaton
Eaton,6/11/2020,2020-06-11,1,Eaton
Eaton,6/12/2020,2020-06-12,0,Eaton
Eaton,6/13/2020,2020-06-13,1,Eaton
Eaton,6/14/2020,2020-06-14,2,Eaton
Eaton,6/15/2020,2020-06-15,2,Eaton
Eaton,6/16/2020,2020-06-16,3,Eaton
Eaton,6/17/2020,2020-06-17,2,Eaton
Eaton,6/18/2020,2020-06-18,2,Eaton
Eaton,6/19/2020,2020-06-19,1,Eaton
Eaton,6/20/2020,2020-06-20,2,Eaton
Eaton,6/21/2020,2020-06-21,5,Eaton
Eaton,6/22/2020,2020-06-22,9,Eaton
Eaton,6/23/2020,2020-06-23,10,Eaton
Eaton,6/24/2020,2020-06-24,8,Eaton
Eaton,6/25/2020,2020-06-25,6,Eaton
Eaton,6/26/2020,2020-06-26,6,Eaton
Eaton,6/27/2020,2020-06-27,9,Eaton
Eaton,6/28/2020,2020-06-28,1,Eaton
Eaton,6/29/2020,2020-06-29,4,Eaton
Eaton,6/30/2020,2020-06-30,4,Eaton
Eaton,7/1/2020,2020-07-01,5,Eaton
Eaton,7/2/2020,2020-07-02,7,Eaton
Eaton,7/3/2020,2020-07-03,1,Eaton
Eaton,7/4/2020,2020-07-04,0,Eaton
Eaton,7/5/2020,2020-07-05,0,Eaton
Eaton,7/6/2020,2020-07-06,0,Eaton
Emmet,3/1/2020,2020-03-01,0,Emmet
Emmet,3/2/2020,2020-03-02,0,Emmet
Emmet,3/3/2020,2020-03-03,0,Emmet
Emmet,3/4/2020,2020-03-04,0,Emmet
Emmet,3/5/2020,2020-03-05,0,Emmet
Emmet,3/6/2020,2020-03-06,0,Emmet
Emmet,3/7/2020,2020-03-07,0,Emmet
Emmet,3/8/2020,2020-03-08,0,Emmet
Emmet,3/9/2020,2020-03-09,0,Emmet
Emmet,3/10/2020,2020-03-10,0,Emmet
Emmet,3/11/2020,2020-03-11,0,Emmet
Emmet,3/12/2020,2020-03-12,0,Emmet
Emmet,3/13/2020,2020-03-13,0,Emmet
Emmet,3/14/2020,2020-03-14,1,Emmet
Emmet,3/15/2020,2020-03-15,0,Emmet
Emmet,3/16/2020,2020-03-16,2,Emmet
Emmet,3/17/2020,2020-03-17,0,Emmet
Emmet,3/18/2020,2020-03-18,2,Emmet
Emmet,3/19/2020,2020-03-19,0,Emmet
Emmet,3/20/2020,2020-03-20,1,Emmet
Emmet,3/21/2020,2020-03-21,0,Emmet
Emmet,3/22/2020,2020-03-22,1,Emmet
Emmet,3/23/2020,2020-03-23,0,Emmet
Emmet,3/24/2020,2020-03-24,1,Emmet
Emmet,3/25/2020,2020-03-25,4,Emmet
Emmet,3/26/2020,2020-03-26,1,Emmet
Emmet,3/27/2020,2020-03-27,3,Emmet
Emmet,3/28/2020,2020-03-28,1,Emmet
Emmet,3/29/2020,2020-03-29,0,Emmet
Emmet,3/30/2020,2020-03-30,1,Emmet
Emmet,3/31/2020,2020-03-31,0,Emmet
Emmet,4/1/2020,2020-04-01,1,Emmet
Emmet,4/2/2020,2020-04-02,1,Emmet
Emmet,4/3/2020,2020-04-03,1,Emmet
Emmet,4/4/2020,2020-04-04,0,Emmet
Emmet,4/5/2020,2020-04-05,0,Emmet
Emmet,4/6/2020,2020-04-06,1,Emmet
Emmet,4/7/2020,2020-04-07,0,Emmet
Emmet,4/8/2020,2020-04-08,0,Emmet
Emmet,4/9/2020,2020-04-09,0,Emmet
Emmet,4/10/2020,2020-04-10,3,Emmet
Emmet,4/11/2020,2020-04-11,0,Emmet
Emmet,4/12/2020,2020-04-12,0,Emmet
Emmet,4/13/2020,2020-04-13,0,Emmet
Emmet,4/14/2020,2020-04-14,0,Emmet
Emmet,4/15/2020,2020-04-15,0,Emmet
Emmet,4/16/2020,2020-04-16,0,Emmet
Emmet,4/17/2020,2020-04-17,0,Emmet
Emmet,4/18/2020,2020-04-18,0,Emmet
Emmet,4/19/2020,2020-04-19,0,Emmet
Emmet,4/20/2020,2020-04-20,0,Emmet
Emmet,4/21/2020,2020-04-21,0,Emmet
Emmet,4/22/2020,2020-04-22,0,Emmet
Emmet,4/23/2020,2020-04-23,0,Emmet
Emmet,4/24/2020,2020-04-24,0,Emmet
Emmet,4/25/2020,2020-04-25,0,Emmet
Emmet,4/26/2020,2020-04-26,0,Emmet
Emmet,4/27/2020,2020-04-27,0,Emmet
Emmet,4/28/2020,2020-04-28,0,Emmet
Emmet,4/29/2020,2020-04-29,0,Emmet
Emmet,4/30/2020,2020-04-30,0,Emmet
Emmet,5/1/2020,2020-05-01,0,Emmet
Emmet,5/2/2020,2020-05-02,0,Emmet
Emmet,5/3/2020,2020-05-03,0,Emmet
Emmet,5/4/2020,2020-05-04,0,Emmet
Emmet,5/5/2020,2020-05-05,0,Emmet
Emmet,5/6/2020,2020-05-06,0,Emmet
Emmet,5/7/2020,2020-05-07,0,Emmet
Emmet,5/8/2020,2020-05-08,0,Emmet
Emmet,5/9/2020,2020-05-09,0,Emmet
Emmet,5/10/2020,2020-05-10,0,Emmet
Emmet,5/11/2020,2020-05-11,0,Emmet
Emmet,5/12/2020,2020-05-12,0,Emmet
Emmet,5/13/2020,2020-05-13,0,Emmet
Emmet,5/14/2020,2020-05-14,0,Emmet
Emmet,5/15/2020,2020-05-15,0,Emmet
Emmet,5/16/2020,2020-05-16,0,Emmet
Emmet,5/17/2020,2020-05-17,0,Emmet
Emmet,5/18/2020,2020-05-18,0,Emmet
Emmet,5/19/2020,2020-05-19,0,Emmet
Emmet,5/20/2020,2020-05-20,0,Emmet
Emmet,5/21/2020,2020-05-21,0,Emmet
Emmet,5/22/2020,2020-05-22,0,Emmet
Emmet,5/23/2020,2020-05-23,0,Emmet
Emmet,5/24/2020,2020-05-24,0,Emmet
Emmet,5/25/2020,2020-05-25,0,Emmet
Emmet,5/26/2020,2020-05-26,0,Emmet
Emmet,5/27/2020,2020-05-27,0,Emmet
Emmet,5/28/2020,2020-05-28,1,Emmet
Emmet,5/29/2020,2020-05-29,0,Emmet
Emmet,5/30/2020,2020-05-30,0,Emmet
Emmet,5/31/2020,2020-05-31,0,Emmet
Emmet,6/1/2020,2020-06-01,0,Emmet
Emmet,6/2/2020,2020-06-02,0,Emmet
Emmet,6/3/2020,2020-06-03,0,Emmet
Emmet,6/4/2020,2020-06-04,0,Emmet
Emmet,6/5/2020,2020-06-05,0,Emmet
Emmet,6/6/2020,2020-06-06,0,Emmet
Emmet,6/7/2020,2020-06-07,0,Emmet
Emmet,6/8/2020,2020-06-08,0,Emmet
Emmet,6/9/2020,2020-06-09,0,Emmet
Emmet,6/10/2020,2020-06-10,1,Emmet
Emmet,6/11/2020,2020-06-11,0,Emmet
Emmet,6/12/2020,2020-06-12,0,Emmet
Emmet,6/13/2020,2020-06-13,0,Emmet
Emmet,6/14/2020,2020-06-14,0,Emmet
Emmet,6/15/2020,2020-06-15,0,Emmet
Emmet,6/16/2020,2020-06-16,0,Emmet
Emmet,6/17/2020,2020-06-17,0,Emmet
Emmet,6/18/2020,2020-06-18,0,Emmet
Emmet,6/19/2020,2020-06-19,0,Emmet
Emmet,6/20/2020,2020-06-20,0,Emmet
Emmet,6/21/2020,2020-06-21,1,Emmet
Emmet,6/22/2020,2020-06-22,0,Emmet
Emmet,6/23/2020,2020-06-23,0,Emmet
Emmet,6/24/2020,2020-06-24,0,Emmet
Emmet,6/25/2020,2020-06-25,0,Emmet
Emmet,6/26/2020,2020-06-26,0,Emmet
Emmet,6/27/2020,2020-06-27,1,Emmet
Emmet,6/28/2020,2020-06-28,0,Emmet
Emmet,6/29/2020,2020-06-29,0,Emmet
Emmet,6/30/2020,2020-06-30,1,Emmet
Emmet,7/1/2020,2020-07-01,1,Emmet
Emmet,7/2/2020,2020-07-02,0,Emmet
Emmet,7/3/2020,2020-07-03,0,Emmet
Emmet,7/4/2020,2020-07-04,0,Emmet
Emmet,7/5/2020,2020-07-05,0,Emmet
Emmet,7/6/2020,2020-07-06,0,Emmet
FCI,3/1/2020,2020-03-01,0,FCI
FCI,3/2/2020,2020-03-02,0,FCI
FCI,3/3/2020,2020-03-03,0,FCI
FCI,3/4/2020,2020-03-04,0,FCI
FCI,3/5/2020,2020-03-05,0,FCI
FCI,3/6/2020,2020-03-06,0,FCI
FCI,3/7/2020,2020-03-07,0,FCI
FCI,3/8/2020,2020-03-08,0,FCI
FCI,3/9/2020,2020-03-09,0,FCI
FCI,3/10/2020,2020-03-10,0,FCI
FCI,3/11/2020,2020-03-11,0,FCI
FCI,3/12/2020,2020-03-12,0,FCI
FCI,3/13/2020,2020-03-13,0,FCI
FCI,3/14/2020,2020-03-14,0,FCI
FCI,3/15/2020,2020-03-15,0,FCI
FCI,3/16/2020,2020-03-16,0,FCI
FCI,3/17/2020,2020-03-17,0,FCI
FCI,3/18/2020,2020-03-18,0,FCI
FCI,3/19/2020,2020-03-19,0,FCI
FCI,3/20/2020,2020-03-20,0,FCI
FCI,3/21/2020,2020-03-21,0,FCI
FCI,3/22/2020,2020-03-22,0,FCI
FCI,3/23/2020,2020-03-23,0,FCI
FCI,3/24/2020,2020-03-24,0,FCI
FCI,3/25/2020,2020-03-25,0,FCI
FCI,3/26/2020,2020-03-26,0,FCI
FCI,3/27/2020,2020-03-27,0,FCI
FCI,3/28/2020,2020-03-28,0,FCI
FCI,3/29/2020,2020-03-29,0,FCI
FCI,3/30/2020,2020-03-30,0,FCI
FCI,3/31/2020,2020-03-31,3,FCI
FCI,4/1/2020,2020-04-01,0,FCI
FCI,4/2/2020,2020-04-02,1,FCI
FCI,4/3/2020,2020-04-03,0,FCI
FCI,4/4/2020,2020-04-04,2,FCI
FCI,4/5/2020,2020-04-05,1,FCI
FCI,4/6/2020,2020-04-06,2,FCI
FCI,4/7/2020,2020-04-07,3,FCI
FCI,4/8/2020,2020-04-08,8,FCI
FCI,4/9/2020,2020-04-09,6,FCI
FCI,4/10/2020,2020-04-10,6,FCI
FCI,4/11/2020,2020-04-11,3,FCI
FCI,4/12/2020,2020-04-12,2,FCI
FCI,4/13/2020,2020-04-13,8,FCI
FCI,4/14/2020,2020-04-14,1,FCI
FCI,4/15/2020,2020-04-15,3,FCI
FCI,4/16/2020,2020-04-16,0,FCI
FCI,4/17/2020,2020-04-17,8,FCI
FCI,4/18/2020,2020-04-18,2,FCI
FCI,4/19/2020,2020-04-19,0,FCI
FCI,4/20/2020,2020-04-20,0,FCI
FCI,4/21/2020,2020-04-21,9,FCI
FCI,4/22/2020,2020-04-22,4,FCI
FCI,4/23/2020,2020-04-23,7,FCI
FCI,4/24/2020,2020-04-24,5,FCI
FCI,4/25/2020,2020-04-25,0,FCI
FCI,4/26/2020,2020-04-26,0,FCI
FCI,4/27/2020,2020-04-27,4,FCI
FCI,4/28/2020,2020-04-28,0,FCI
FCI,4/29/2020,2020-04-29,5,FCI
FCI,4/30/2020,2020-04-30,2,FCI
FCI,5/1/2020,2020-05-01,2,FCI
FCI,5/2/2020,2020-05-02,0,FCI
FCI,5/3/2020,2020-05-03,3,FCI
FCI,5/4/2020,2020-05-04,7,FCI
FCI,5/5/2020,2020-05-05,4,FCI
FCI,5/6/2020,2020-05-06,2,FCI
FCI,5/7/2020,2020-05-07,0,FCI
FCI,5/8/2020,2020-05-08,4,FCI
FCI,5/9/2020,2020-05-09,0,FCI
FCI,5/10/2020,2020-05-10,0,FCI
FCI,5/11/2020,2020-05-11,0,FCI
FCI,5/12/2020,2020-05-12,1,FCI
FCI,5/13/2020,2020-05-13,0,FCI
FCI,5/14/2020,2020-05-14,1,FCI
FCI,5/15/2020,2020-05-15,0,FCI
FCI,5/16/2020,2020-05-16,1,FCI
FCI,5/17/2020,2020-05-17,1,FCI
FCI,5/18/2020,2020-05-18,4,FCI
FCI,5/19/2020,2020-05-19,2,FCI
FCI,5/20/2020,2020-05-20,1,FCI
FCI,5/21/2020,2020-05-21,3,FCI
FCI,5/22/2020,2020-05-22,3,FCI
FCI,5/23/2020,2020-05-23,0,FCI
FCI,5/24/2020,2020-05-24,5,FCI
FCI,5/25/2020,2020-05-25,0,FCI
FCI,5/26/2020,2020-05-26,4,FCI
FCI,5/27/2020,2020-05-27,2,FCI
FCI,5/28/2020,2020-05-28,2,FCI
FCI,5/29/2020,2020-05-29,0,FCI
FCI,5/30/2020,2020-05-30,0,FCI
FCI,5/31/2020,2020-05-31,0,FCI
FCI,6/1/2020,2020-06-01,1,FCI
FCI,6/2/2020,2020-06-02,5,FCI
FCI,6/3/2020,2020-06-03,2,FCI
FCI,6/4/2020,2020-06-04,0,FCI
FCI,6/5/2020,2020-06-05,1,FCI
FCI,6/6/2020,2020-06-06,0,FCI
FCI,6/7/2020,2020-06-07,0,FCI
FCI,6/8/2020,2020-06-08,4,FCI
FCI,6/9/2020,2020-06-09,2,FCI
FCI,6/10/2020,2020-06-10,2,FCI
FCI,6/11/2020,2020-06-11,1,FCI
FCI,6/12/2020,2020-06-12,0,FCI
FCI,6/13/2020,2020-06-13,1,FCI
FCI,6/14/2020,2020-06-14,0,FCI
FCI,6/15/2020,2020-06-15,2,FCI
FCI,6/16/2020,2020-06-16,0,FCI
FCI,6/17/2020,2020-06-17,0,FCI
FCI,6/18/2020,2020-06-18,0,FCI
FCI,6/19/2020,2020-06-19,14,FCI
FCI,6/20/2020,2020-06-20,0,FCI
FCI,6/21/2020,2020-06-21,1,FCI
FCI,6/22/2020,2020-06-22,0,FCI
FCI,6/23/2020,2020-06-23,0,FCI
FCI,6/24/2020,2020-06-24,0,FCI
FCI,6/25/2020,2020-06-25,1,FCI
FCI,6/26/2020,2020-06-26,0,FCI
FCI,6/27/2020,2020-06-27,0,FCI
FCI,6/28/2020,2020-06-28,0,FCI
FCI,6/29/2020,2020-06-29,1,FCI
FCI,6/30/2020,2020-06-30,0,FCI
FCI,7/1/2020,2020-07-01,0,FCI
FCI,7/2/2020,2020-07-02,1,FCI
FCI,7/3/2020,2020-07-03,0,FCI
FCI,7/4/2020,2020-07-04,0,FCI
FCI,7/5/2020,2020-07-05,0,FCI
FCI,7/6/2020,2020-07-06,0,FCI
Genesee,3/1/2020,2020-03-01,3,Genesee
Genesee,3/2/2020,2020-03-02,0,Genesee
Genesee,3/3/2020,2020-03-03,3,Genesee
Genesee,3/4/2020,2020-03-04,0,Genesee
Genesee,3/5/2020,2020-03-05,1,Genesee
Genesee,3/6/2020,2020-03-06,1,Genesee
Genesee,3/7/2020,2020-03-07,1,Genesee
Genesee,3/8/2020,2020-03-08,2,Genesee
Genesee,3/9/2020,2020-03-09,5,Genesee
Genesee,3/10/2020,2020-03-10,6,Genesee
Genesee,3/11/2020,2020-03-11,4,Genesee
Genesee,3/12/2020,2020-03-12,9,Genesee
Genesee,3/13/2020,2020-03-13,14,Genesee
Genesee,3/14/2020,2020-03-14,10,Genesee
Genesee,3/15/2020,2020-03-15,20,Genesee
Genesee,3/16/2020,2020-03-16,33,Genesee
Genesee,3/17/2020,2020-03-17,36,Genesee
Genesee,3/18/2020,2020-03-18,19,Genesee
Genesee,3/19/2020,2020-03-19,21,Genesee
Genesee,3/20/2020,2020-03-20,47,Genesee
Genesee,3/21/2020,2020-03-21,32,Genesee
Genesee,3/22/2020,2020-03-22,37,Genesee
Genesee,3/23/2020,2020-03-23,57,Genesee
Genesee,3/24/2020,2020-03-24,56,Genesee
Genesee,3/25/2020,2020-03-25,35,Genesee
Genesee,3/26/2020,2020-03-26,57,Genesee
Genesee,3/27/2020,2020-03-27,49,Genesee
Genesee,3/28/2020,2020-03-28,27,Genesee
Genesee,3/29/2020,2020-03-29,34,Genesee
Genesee,3/30/2020,2020-03-30,61,Genesee
Genesee,3/31/2020,2020-03-31,44,Genesee
Genesee,4/1/2020,2020-04-01,57,Genesee
Genesee,4/2/2020,2020-04-02,44,Genesee
Genesee,4/3/2020,2020-04-03,46,Genesee
Genesee,4/4/2020,2020-04-04,40,Genesee
Genesee,4/5/2020,2020-04-05,37,Genesee
Genesee,4/6/2020,2020-04-06,69,Genesee
Genesee,4/7/2020,2020-04-07,53,Genesee
Genesee,4/8/2020,2020-04-08,62,Genesee
Genesee,4/9/2020,2020-04-09,45,Genesee
Genesee,4/10/2020,2020-04-10,47,Genesee
Genesee,4/11/2020,2020-04-11,43,Genesee
Genesee,4/12/2020,2020-04-12,42,Genesee
Genesee,4/13/2020,2020-04-13,46,Genesee
Genesee,4/14/2020,2020-04-14,35,Genesee
Genesee,4/15/2020,2020-04-15,39,Genesee
Genesee,4/16/2020,2020-04-16,36,Genesee
Genesee,4/17/2020,2020-04-17,39,Genesee
Genesee,4/18/2020,2020-04-18,23,Genesee
Genesee,4/19/2020,2020-04-19,23,Genesee
Genesee,4/20/2020,2020-04-20,50,Genesee
Genesee,4/21/2020,2020-04-21,32,Genesee
Genesee,4/22/2020,2020-04-22,28,Genesee
Genesee,4/23/2020,2020-04-23,33,Genesee
Genesee,4/24/2020,2020-04-24,37,Genesee
Genesee,4/25/2020,2020-04-25,22,Genesee
Genesee,4/26/2020,2020-04-26,9,Genesee
Genesee,4/27/2020,2020-04-27,24,Genesee
Genesee,4/28/2020,2020-04-28,24,Genesee
Genesee,4/29/2020,2020-04-29,28,Genesee
Genesee,4/30/2020,2020-04-30,42,Genesee
Genesee,5/1/2020,2020-05-01,25,Genesee
Genesee,5/2/2020,2020-05-02,9,Genesee
Genesee,5/3/2020,2020-05-03,10,Genesee
Genesee,5/4/2020,2020-05-04,23,Genesee
Genesee,5/5/2020,2020-05-05,31,Genesee
Genesee,5/6/2020,2020-05-06,21,Genesee
Genesee,5/7/2020,2020-05-07,39,Genesee
Genesee,5/8/2020,2020-05-08,22,Genesee
Genesee,5/9/2020,2020-05-09,20,Genesee
Genesee,5/10/2020,2020-05-10,13,Genesee
Genesee,5/11/2020,2020-05-11,27,Genesee
Genesee,5/12/2020,2020-05-12,36,Genesee
Genesee,5/13/2020,2020-05-13,22,Genesee
Genesee,5/14/2020,2020-05-14,23,Genesee
Genesee,5/15/2020,2020-05-15,29,Genesee
Genesee,5/16/2020,2020-05-16,6,Genesee
Genesee,5/17/2020,2020-05-17,11,Genesee
Genesee,5/18/2020,2020-05-18,21,Genesee
Genesee,5/19/2020,2020-05-19,36,Genesee
Genesee,5/20/2020,2020-05-20,40,Genesee
Genesee,5/21/2020,2020-05-21,34,Genesee
Genesee,5/22/2020,2020-05-22,22,Genesee
Genesee,5/23/2020,2020-05-23,6,Genesee
Genesee,5/24/2020,2020-05-24,11,Genesee
Genesee,5/25/2020,2020-05-25,11,Genesee
Genesee,5/26/2020,2020-05-26,13,Genesee
Genesee,5/27/2020,2020-05-27,18,Genesee
Genesee,5/28/2020,2020-05-28,16,Genesee
Genesee,5/29/2020,2020-05-29,11,Genesee
Genesee,5/30/2020,2020-05-30,2,Genesee
Genesee,5/31/2020,2020-05-31,7,Genesee
Genesee,6/1/2020,2020-06-01,15,Genesee
Genesee,6/2/2020,2020-06-02,18,Genesee
Genesee,6/3/2020,2020-06-03,6,Genesee
Genesee,6/4/2020,2020-06-04,12,Genesee
Genesee,6/5/2020,2020-06-05,11,Genesee
Genesee,6/6/2020,2020-06-06,4,Genesee
Genesee,6/7/2020,2020-06-07,3,Genesee
Genesee,6/8/2020,2020-06-08,9,Genesee
Genesee,6/9/2020,2020-06-09,8,Genesee
Genesee,6/10/2020,2020-06-10,10,Genesee
Genesee,6/11/2020,2020-06-11,6,Genesee
Genesee,6/12/2020,2020-06-12,9,Genesee
Genesee,6/13/2020,2020-06-13,2,Genesee
Genesee,6/14/2020,2020-06-14,1,Genesee
Genesee,6/15/2020,2020-06-15,9,Genesee
Genesee,6/16/2020,2020-06-16,9,Genesee
Genesee,6/17/2020,2020-06-17,14,Genesee
Genesee,6/18/2020,2020-06-18,9,Genesee
Genesee,6/19/2020,2020-06-19,15,Genesee
Genesee,6/20/2020,2020-06-20,7,Genesee
Genesee,6/21/2020,2020-06-21,1,Genesee
Genesee,6/22/2020,2020-06-22,17,Genesee
Genesee,6/23/2020,2020-06-23,16,Genesee
Genesee,6/24/2020,2020-06-24,16,Genesee
Genesee,6/25/2020,2020-06-25,22,Genesee
Genesee,6/26/2020,2020-06-26,12,Genesee
Genesee,6/27/2020,2020-06-27,4,Genesee
Genesee,6/28/2020,2020-06-28,4,Genesee
Genesee,6/29/2020,2020-06-29,22,Genesee
Genesee,6/30/2020,2020-06-30,16,Genesee
Genesee,7/1/2020,2020-07-01,13,Genesee
Genesee,7/2/2020,2020-07-02,7,Genesee
Genesee,7/3/2020,2020-07-03,4,Genesee
Genesee,7/4/2020,2020-07-04,1,Genesee
Genesee,7/5/2020,2020-07-05,3,Genesee
Genesee,7/6/2020,2020-07-06,0,Genesee
Gladwin,3/1/2020,2020-03-01,0,Gladwin
Gladwin,3/2/2020,2020-03-02,0,Gladwin
Gladwin,3/3/2020,2020-03-03,0,Gladwin
Gladwin,3/4/2020,2020-03-04,0,Gladwin
Gladwin,3/5/2020,2020-03-05,0,Gladwin
Gladwin,3/6/2020,2020-03-06,0,Gladwin
Gladwin,3/7/2020,2020-03-07,0,Gladwin
Gladwin,3/8/2020,2020-03-08,0,Gladwin
Gladwin,3/9/2020,2020-03-09,1,Gladwin
Gladwin,3/10/2020,2020-03-10,0,Gladwin
Gladwin,3/11/2020,2020-03-11,0,Gladwin
Gladwin,3/12/2020,2020-03-12,0,Gladwin
Gladwin,3/13/2020,2020-03-13,1,Gladwin
Gladwin,3/14/2020,2020-03-14,0,Gladwin
Gladwin,3/15/2020,2020-03-15,0,Gladwin
Gladwin,3/16/2020,2020-03-16,0,Gladwin
Gladwin,3/17/2020,2020-03-17,1,Gladwin
Gladwin,3/18/2020,2020-03-18,0,Gladwin
Gladwin,3/19/2020,2020-03-19,0,Gladwin
Gladwin,3/20/2020,2020-03-20,0,Gladwin
Gladwin,3/21/2020,2020-03-21,0,Gladwin
Gladwin,3/22/2020,2020-03-22,0,Gladwin
Gladwin,3/23/2020,2020-03-23,0,Gladwin
Gladwin,3/24/2020,2020-03-24,0,Gladwin
Gladwin,3/25/2020,2020-03-25,0,Gladwin
Gladwin,3/26/2020,2020-03-26,0,Gladwin
Gladwin,3/27/2020,2020-03-27,0,Gladwin
Gladwin,3/28/2020,2020-03-28,0,Gladwin
Gladwin,3/29/2020,2020-03-29,1,Gladwin
Gladwin,3/30/2020,2020-03-30,0,Gladwin
Gladwin,3/31/2020,2020-03-31,0,Gladwin
Gladwin,4/1/2020,2020-04-01,0,Gladwin
Gladwin,4/2/2020,2020-04-02,0,Gladwin
Gladwin,4/3/2020,2020-04-03,0,Gladwin
Gladwin,4/4/2020,2020-04-04,0,Gladwin
Gladwin,4/5/2020,2020-04-05,0,Gladwin
Gladwin,4/6/2020,2020-04-06,0,Gladwin
Gladwin,4/7/2020,2020-04-07,0,Gladwin
Gladwin,4/8/2020,2020-04-08,1,Gladwin
Gladwin,4/9/2020,2020-04-09,0,Gladwin
Gladwin,4/10/2020,2020-04-10,2,Gladwin
Gladwin,4/11/2020,2020-04-11,0,Gladwin
Gladwin,4/12/2020,2020-04-12,3,Gladwin
Gladwin,4/13/2020,2020-04-13,0,Gladwin
Gladwin,4/14/2020,2020-04-14,0,Gladwin
Gladwin,4/15/2020,2020-04-15,0,Gladwin
Gladwin,4/16/2020,2020-04-16,0,Gladwin
Gladwin,4/17/2020,2020-04-17,0,Gladwin
Gladwin,4/18/2020,2020-04-18,2,Gladwin
Gladwin,4/19/2020,2020-04-19,0,Gladwin
Gladwin,4/20/2020,2020-04-20,0,Gladwin
Gladwin,4/21/2020,2020-04-21,1,Gladwin
Gladwin,4/22/2020,2020-04-22,0,Gladwin
Gladwin,4/23/2020,2020-04-23,0,Gladwin
Gladwin,4/24/2020,2020-04-24,1,Gladwin
Gladwin,4/25/2020,2020-04-25,0,Gladwin
